,index,utterance,intentClass
22147,22153,what i wanted [SEPA] to express,O
22148,22154,and u're winning a,O
22149,22155,or else this game not recorded?,O
22150,22156,shhh..,O
22151,22157,WHAT DID U DROP WIND ? [SEPA] LOL,O
22152,22158,HAHA [SEPA] DENDI IS BACK,O
22153,22159,common mistake,O
22154,22160,fuck off sb nob bitch,E
22155,22161,lawl [SEPA] p ha [SEPA] son of whores,E
22156,22162,thats what we've been trying to [SEPA] all game!,O
22157,22163,sure,O
22158,22164,21,A
22159,22165,u talking to who,O
22160,22166,gg wp,O
22161,22167,gg,O
22162,22168,gg [SEPA] this lonedruid [SEPA] the [SEPA] in history of doto,O
22163,22169,gj,O
22164,22170,West virginia,O
22165,22171,lmao,O
22166,22172,KKKKK [SEPA] KKKKKKKKKKKKK [SEPA] KKKKKKKKKKKKKKKKKK [SEPA] KKKKKKKKKKKKKKKK [SEPA] VEJAM O SUP DO WINTER [SEPA] KKK [SEPA] VALE A PENA [SEPA] DAR RIZADA KKK,O
22167,22173,he thinks drums is a better item than diff,O
22168,22174,wew [SEPA] ward,O
22169,22175,sure,O
22170,22176,haha [SEPA] check rosh,O
22171,22177,MY MMR,O
22172,22178,Sunder cast on you but didn't do anything [SEPA] I was confused,O
22173,22179,gg,O
22174,22180,mid or aclick enemy fountain,O
22175,22181,www.leagueoflegends.com/register [SEPA] www.leagueoflegends.com/register [SEPA] www.leagueoflegends.com/register [SEPA] www.leagueoflegends.com/register [SEPA] www.leagueoflegends.com/register,O
22176,22182,sedih lagi,O
22177,22183,die back?,I
22178,22184,let me buy [SEPA] retard,E
22179,22185,SHACLE [SEPA] TRY [SEPA] EU [SEPA] DOTA [SEPA] BEST DOTA,O
22180,22186,noob,E
22181,22187,mangoes,O
22182,22188,clock afk [SEPA],A
22183,22189,reprot me team please [SEPA] report me team,A
22184,22190,LOL,O
22185,22191,hey slark ur lvl 6+ how to do ? [SEPA] Napakatanga mo [SEPA] hah,O
22186,22192,"That's right, they're use their reports on a guy who is letting them end [SEPA] Smh",A
22187,22193,TY,O
22188,22194,friendship [SEPA] sven just abandoned them [SEPA] [SEPA] UR DED SON,E
22189,22195,OMFG,O
22190,22196,gret play,O
22191,22197,wared [SEPA] WARDED,O
22192,22198,GG WP,O
22193,22199,gg,O
22194,22200,report mor,A
22195,22201,i won mid 1v1 :D,O
22196,22202,ggwp,O
22197,22203,if your jugg didn;t die befoire u would still have a set of botm rax,O
22198,22204,cant,O
22199,22205,eze pts [SEPA] gays,E
22200,22206,ar1se,O
22201,22207,please be polite,O
22202,22208,peruvian shit [SEPA] poor person :(,E
22203,22209,gg,O
22204,22210,man lol,O
22205,22211,suck on my salty jib,E
22206,22212,gg,O
22207,22213,...,O
22208,22214,cooldown,O
22209,22215,gg,O
22210,22216,WTF [SEPA] [SEPA] that shackle,E
22211,22217,wp nature,O
22212,22218,sec [SEPA] afk,A
22213,22219,rip,O
22214,22220,wtf [SEPA] what a gay,E
22215,22221,just lucky dude,O
22216,22222,i say 3 bot [SEPA] he in anyway [SEPA] lel,O
22217,22223,so much death,O
22218,22224,gj,O
22219,22225,you haven't watched ainsley harriott's cokking?,O
22220,22226,d,O
22221,22227,ez mmr,I
22222,22228,yea u see me,O
22223,22229,lina is liar,O
22224,22230,you? [SEPA] no grandpa,E
22225,22231,duno,O
22226,22232,wp disruptor,O
22227,22233,sickest of lucies,O
22228,22234,dont mess with my team u shit !,E
22229,22235,ez kill,I
22230,22236,this is retarded,E
22231,22237,she was solo,O
22232,22238,gg,O
22233,22239,gg,O
22234,22240,some out sf [SEPA] come out [SEPA] lkmao [SEPA] bher ownes ur ass,E
22235,22241,lucky,O
22236,22242,commned guys:D,A
22237,22243,haha,O
22238,22244,told them to u will come,O
22239,22245,surprise mothercukeer,E
22240,22246,rofl,O
22241,22247,am won the game,O
22242,22248,dat tryhard,O
22243,22249,HE WAS PREDICK,O
22244,22250,./.,O
22245,22251,no [SEPA] farm,O
22246,22252,ALWAYS BLAME,O
22247,22253,lol,O
22248,22254,cmon,O
22249,22255,hahah,O
22250,22256,[SEPA] go finish pls [SEPA] this noob,E
22251,22257,give it back or unpause?,A
22252,22258,zeus ult for rampage nowww,O
22253,22259,gg,O
22254,22260,classic UMR,O
22255,22261,the timing tho,O
22256,22262,ggwp,O
22257,22263,IDIOT DOG,E
22258,22264,[SEPA] guys [SEPA] can you pls report this shit wk,E
22259,22265,so you can be so fat,O
22260,22266,globl for rubick? [SEPA] 10 globals,O
22261,22267,ropsh n?,O
22262,22268,coz im pro lur,O
22263,22269,commended u [SEPA] doom [SEPA] alch [SEPA] report him,A
22264,22270,oi fuck off [SEPA] cuint,E
22265,22271,sorry,O
22266,22272,throws [SEPA] trash,E
22267,22273,haha,O
22268,22274,solo rosh [SEPA] easy,O
22269,22275,Sry wd [SEPA] gg,O
22270,22276,WOW [SEPA] BACK,O
22271,22277,FAIL MID,I
22272,22278,dont want give a farm,O
22273,22279,:),O
22274,22280,EJEJEJEJ,O
22275,22281,game was close guys,O
22276,22282,end fuckers,E
22277,22283,answer me then,O
22278,22284,easy to be :D,O
22279,22285,still [SEPA] onilne,O
22280,22286,LOL,O
22281,22287,:)))),O
22282,22288,wait [SEPA] 2 dc,A
22283,22289,smack my bum good,O
22284,22290,baited,O
22285,22291,ez ganks tusk,E
22286,22292,go end now [SEPA] our carries suck more than my mother,E
22287,22293,lol,O
22288,22294,ggwp,O
22289,22295,haha,O
22290,22296,gg,O
22291,22297,SHUTUP ARSE. JUST PLAY THE GAME. FUCKING CHICKEN SO NOISY,E
22292,22298,ggwp,O
22293,22299,alc has negative ping [SEPA] and hes that bad lol [SEPA] guys,O
22294,22300,es reported for ability abuse [SEPA] abusive fuck,E
22295,22301,ff,O
22296,22302,jugger sup,O
22297,22303,hehe,O
22298,22304,mek on sf,O
22299,22305,trash tream,E
22300,22306,mb,O
22301,22307,r u ok [SEPA] 7 streak,O
22302,22308,u guys are not delay? [SEPA] its so delay,O
22303,22309,I HATE THIS GAME,O
22304,22310,i knw you meepo [SEPA] not from ths mmr [SEPA] luck i bosting mmr too,O
22305,22311,be bye,O
22306,22312,pro teammate,O
22307,22313,yeah,O
22308,22314,ez game,I
22309,22315,Midlane gaming,O
22310,22316,nice try ya,O
22311,22317,alche be fat ok,O
22312,22318,rekt [SEPA] retard,E
22313,22319,ggwp,O
22314,22320,gg,O
22315,22321,ez bot,I
22316,22322,For game on,O
22317,22323,this prefer to buy mana boots against sentrys [SEPA] :) [SEPA] feel free to walk [SEPA] } [SEPA] no sentrys on this mao [SEPA] mao*,O
22318,22324,lagi,O
22319,22325,gg,O
22320,22326,maybe it will,O
22321,22327,>>,O
22322,22328,30 [SEPA] 29 [SEPA] 27 [SEPA] 24,O
22323,22329,moooooh,O
22324,22330,def,A
22325,22331,MLG,O
22326,22332,w8,A
22327,22333,cya,O
22328,22334,ggwp,O
22329,22335,tech lvl and he is NOT a late hero IDIOT,E
22330,22336,Y,O
22331,22337,she's just salty,O
22332,22338,where is he from anyways [SEPA] why does he have to use [SEPA] ,O
22333,22339,who played hon,O
22334,22340,report tifa,A
22335,22341,RiP,O
22336,22342,report,A
22337,22343,:D,O
22338,22344,told u to deny,O
22339,22345,chat [SEPA],O
22340,22346,no me sf cant kill,O
22341,22347,NO RAVAGE,O
22342,22348,gg,O
22343,22349,DUMBSHIT,E
22344,22350,he is and we are calling. he is stuck on loading screen,O
22345,22351,hahah yea,O
22346,22352,:D,O
22347,22353,izi your mom only yeap? [SEPA] yeap)),E
22348,22354,[SEPA] 0 assists [SEPA] for timber,I
22349,22355,ez micro,I
22350,22356,sure,O
22351,22357,WTF NO PAUSE,A
22352,22358,gg,O
22353,22359,zz,O
22354,22360,brilliant rotations in from qop [SEPA] dude [SEPA] you played like shit [SEPA] qop doesnt die to tiny io mid 2-0 2 min in [SEPA] Unless ur shit,E
22355,22361,come,O
22356,22362,zez,O
22357,22363,Ez,I
22358,22364,this peruvian [SEPA] so machismo [SEPA] reported [SEPA] fucking idiot peruvian,E
22359,22365,noobi [SEPA] vi [SEPA] ebanie,E
22360,22366,hahahaha,O
22361,22367,Stfu,E
22362,22368,lol,O
22363,22369,i wanna go home [SEPA] :(,O
22364,22370,not yet,O
22365,22371,that cleave,O
22366,22372,then go,O
22367,22373,[SEPA] you guys are idiots,E
22368,22374,he still have 3 min,O
22369,22375,Am I going to mid against an SF every day and every game for the rest of my,O
22370,22376,all hits stun,O
22371,22377,ez setnry by sniper,I
22372,22378,Nah that's the romans [SEPA] The greeks just have statues of naked men everywhere [SEPA] And lots of wrestling,O
22373,22379,FUCKING TRASH CARRY,E
22374,22380,can u guys report alch pls,A
22375,22381,report,A
22376,22382,gg [SEPA] es you played goo dmid,O
22377,22383,nothing of value was lost [SEPA] zeus > gyro,O
22378,22384,nope,O
22379,22385,cmd me pls [SEPA] game,A
22380,22386,i even tried to make him ulti me,O
22381,22387,:DD,O
22382,22388,ＸＤＸＤＸ ＬＦＭＡＯ,O
22383,22389,? [SEPA] dendi,O
22384,22390,still lag?,O
22385,22391,lol,O
22386,22392,:),O
22387,22393,gg,O
22388,22394,lol,O
22389,22395,haha,O
22390,22396,in 4 days [SEPA] relax,O
22391,22397,wait please [SEPA] fair game [SEPA] this is rank matched,A
22392,22398,hahaha,O
22393,22399,KAAAAAAAAMMMMMMMMMMEEEEEEEEEEEEEE [SEPA] HAAAAAAAAAAAMMMMMMMMMMMMMEEEEEEEEEE,O
22394,22400,#concernedstudent1950,O
22395,22401,? [SEPA] do u think i care in 3v5 game? [SEPA] just farm and go ff asap [SEPA] this fucking stupid noob game,E
22396,22402,see fucking late cm [SEPA],E
22397,22403,huehuehuehue,O
22398,22404,LOL,O
22399,22405,fuck this game [SEPA] i would rather play in low prio [SEPA] cya,E
22400,22406,ggs,O
22401,22407,gg,O
22402,22408,its hard to play when you have no mid and no carry,O
22403,22409,TRUE,O
22404,22410,hahaha,O
22405,22411,^^,O
22406,22412,end pld [SEPA] 2 afk,A
22407,22413,this is dota [SEPA] not doto [SEPA] ur in the wrong game! [SEPA] surpriseee,O
22408,22414,GG,O
22409,22415,tank type [SEPA] nice build,O
22410,22416,pheonix noob,E
22411,22417,ty am [SEPA] really commended,A
22412,22418,lol,O
22413,22419,where ru kitty spider,O
22414,22420,GG,O
22415,22421,gone for runes like 50 seg late [SEPA] lol,O
22416,22422,i give immortal item everyon who report bh [SEPA] kill him [SEPA] venge just dust and come kill [SEPA] we wont atta cyou,E
22417,22423,gl hf,O
22418,22424,gg,O
22419,22425,NOOBS :)))))))))))))))) [SEPA] noob techies [SEPA] delet dota 2,E
22420,22426,Sad [SEPA] BH,I
22421,22427,Fu,E
22422,22428,(,O
22423,22429,nice game,O
22424,22430,ASıoufhsjghsdg,O
22425,22431,wait... [SEPA] we're in 2k,I
22426,22432,no,O
22427,22433,300 [SEPA] lol,O
22428,22434,lol hahaha,O
22429,22435,i miss samuel [SEPA] really,O
22430,22436,:( [SEPA] hi,O
22431,22437,HELLO,O
22432,22438,invokeeeer,O
22433,22439,GGWP,O
22434,22440,just want show ours set,O
22435,22441,xd,O
22436,22442,SO EZ,I
22437,22443,hes noyt,O
22438,22444,you had trilane top,O
22439,22445,i was hooking abbadon [SEPA] you fuck,E
22440,22446,my carry cant farm,O
22441,22447,he said he's not a supp,O
22442,22448,so pro,O
22443,22449,can you su shit? [SEPA] you dont do nothing [SEPA] only talking,E
22444,22450,magnus [SEPA] nice gaming,O
22445,22451,ez bot,I
22446,22452,.......,O
22447,22453,gg,O
22448,22454,yee [SEPA] ggwp,O
22449,22455,for sure abandoned,A
22450,22456,hahaha,O
22451,22457,cause your not my teamates,O
22452,22458,ruin [SEPA] daun na slardera [SEPA] 0,O
22453,22459,Lol,O
22454,22460,carry more,O
22455,22461,REPORT PLZ TA AND MEPPO [SEPA] R [SEPA] ?,A
22456,22462,dmg too high,O
22457,22463,zzzz,O
22458,22464,wow,O
22459,22465,lol,O
22460,22466,or end [SEPA] better,O
22461,22467,)),O
22462,22468,what a [SEPA] omg,O
22463,22469,GG [SEPA] This [SEPA] Just ask for kills next time [SEPA] They will let you [SEPA] Want to use our jungle? [SEPA] GO ahead [SEPA] So nice,O
22464,22470,I DID IT,O
22465,22471,yeah [SEPA] fuck that,E
22466,22472,Enigma + puck + elder titan ! = Rape hard for us,E
22467,22473,hehhe,O
22468,22474,fucksake,E
22469,22475,hhhh,O
22470,22476,just now ask me to cry more ?,O
22471,22477,you can have it,O
22472,22478,okay,O
22473,22479,gg,O
22474,22480,WTF,E
22475,22481,just report mirana and troll to help us,E
22476,22482,use him,O
22477,22483,SPCE [SEPA] SPACE,O
22478,22484,see lina [SEPA] alwys die [SEPA] hopeless [SEPA] just stick mid [SEPA] end it,O
22479,22485,just 2 top,O
22480,22486,sfs cracked it,O
22481,22487,i dont counter any1,O
22482,22488,well timber to be honest [SEPA] you should have just shit on slardar [SEPA] 1v1,E
22483,22489,omg [SEPA] he told you 4k noob?,E
22484,22490,happy def,O
22485,22491,es why not stun me,O
22486,22492,ember < cent,O
22487,22493,and they win [SEPA] omg,O
22488,22494,ggwp,O
22489,22495,commend me,A
22490,22496,gg,O
22491,22497,OF 1,O
22492,22498,fuck aegis noob,E
22493,22499,yah [SEPA] means im bad,O
22494,22500,you too,O
22495,22501,ezgame,O
22496,22502,commend comeback! [SEPA] lol!,A
22497,22503,ggwp,O
22498,22504,GL HF !,O
22499,22505,ez?,I
22500,22506,[SEPA] report invoker [SEPA] hope will tommorow,A
22501,22507,on my,O
22502,22508,gg,O
22503,22509,When you greedy for a kill,O
22504,22510,.i.,O
22505,22511,ggwp,O
22506,22512,he think he kill many win,O
22507,22513,byebye,O
22508,22514,GG bot [SEPA] gg levi,O
22509,22515,this count,O
22510,22516,wp :),O
22511,22517,gg,O
22512,22518,pls :P [SEPA] my map so dark [SEPA] even bat cant see :( [SEPA] wk ward for us [SEPA] sad [SEPA] planned ?,I
22513,22519,going going,O
22514,22520,but actually io want to be 15 years old,O
22515,22521,hahahaha,O
22516,22522,Seconecto [SEPA] Te odiO hpd,O
22517,22523,i dont want to know you go away ><,O
22518,22524,REPORT HUSKAR SCUM,A
22519,22525,GG,O
22520,22526,lol,O
22521,22527,ez mid,I
22522,22528,indonesia,O
22523,22529,hahahaha [SEPA] %100 worth it,O
22524,22530,wodota,O
22525,22531,EZ,I
22526,22532,u were shit,E
22527,22533,george bush,O
22528,22534,haha [SEPA] ez brezzy,I
22529,22535,FUCKING TONYH [SEPA] FUCKING TONY,E
22530,22536,ty ursa,O
22531,22537,Mangoes,O
22532,22538,GG,O
22533,22539,tactical feeding,O
22534,22540,they got fed.,O
22535,22541,noobs [SEPA] im TBD rank,E
22536,22542,just ditch it [SEPA] whoop,O
22537,22543,invoke do more than u [SEPA] useless shaker,E
22538,22544,mirana [SEPA] how domu have a deso,O
22539,22545,hahahahaha,O
22540,22546,rdy for lp,O
22541,22547,noob ta,E
22542,22548,lmfao,O
22543,22549,gg,O
22544,22550,now u gona say ez mid? :D [SEPA] hahahah,I
22545,22551,lagggggggggggg [SEPA] ffs,O
22546,22552,haha,O
22547,22553,gg,O
22548,22554,this mexican team [SEPA] playing in a american server [SEPA] what a shit,E
22549,22555,hello?,O
22550,22556,get rekt sk [SEPA] salt is real,O
22551,22557,xzxaaxaxaxaxaxaxa,O
22552,22558,gggwp,O
22553,22559,WTF,O
22554,22560,gg wp,O
22555,22561,"Jk, just acalming him down [SEPA] JK i actually didnt report u axe",A
22556,22562,nc,O
22557,22563,haha,O
22558,22564,NICE TP WK [SEPA] IDIOT [SEPA] AND STUN,E
22559,22565,ez,I
22560,22566,Ggwp,O
22561,22567,hha,O
22562,22568,ya u lucky fuck,E
22563,22569,wp meepo [SEPA] him [SEPA] great carry,O
22564,22570,yea his top,O
22565,22571,:),O
22566,22572,end [SEPA] no def [SEPA] anymore [SEPA] sf feeds [SEPA] aswell [SEPA] gg wp [SEPA] can u go throne [SEPA] i beg you [SEPA] this game,O
22567,22573,ahaha,O
22568,22574,ruskis,E
22569,22575,+,O
22570,22576,afk 3min [SEPA] plz report him,A
22571,22577,NOOBS [SEPA] GO DIE,E
22572,22578,nice game :D,O
22573,22579,i think we r gg,O
22574,22580,[SEPA] BARAT [SEPA] GGWP,O
22575,22581,have tp but dont wanna help [SEPA] dire [SEPA] razor farming at your neuts radiant [SEPA] low hp [SEPA] go kill that bitch,E
22576,22582,fuck u,E
22577,22583,xD,O
22578,22584,dnt kill me,O
22579,22585,gg wp :) [SEPA] was fun planting bomb :D [SEPA] 50:00,O
22580,22586,ulol ka,O
22581,22587,ez,I
22582,22588,lol,O
22583,22589,my lc more la [SEPA] go like supoer man [SEPA] 1 vs 5,O
22584,22590,:D,O
22585,22591,TIWALA,O
22586,22592,sneaky,O
22587,22593,?,O
22588,22594,kale_?,O
22589,22595,lol this jugg,O
22590,22596,so much alche right,O
22591,22597,haha [SEPA] one hook wipe,O
22592,22598,:derp:,O
22593,22599,no tp,O
22594,22600,:(,O
22595,22601,ez u should be ?,I
22596,22602,screwing with yas,O
22597,22603,lucky 4 vs 5,O
22598,22604,cold snap kid,I
22599,22605,all good nigga,E
22600,22606,slow death,O
22601,22607,no quiero,O
22602,22608,hahaha,O
22603,22609,G,A
22604,22610,fuck u,E
22605,22611,[SEPA] pause for? [SEPA] don't make me laugh,A
22606,22612,viper [SEPA] ulty,O
22607,22613,aggro is in the offlane,O
22608,22614,is he coming back?,O
22609,22615,5,O
22610,22616,how invoker,O
22611,22617,and cuz hes peruvian [SEPA] Double the fun,E
22612,22618,:D,O
22613,22619,whole came T_T,O
22614,22620,reported lina pls,A
22615,22621,ez,I
22616,22622,gg,O
22617,22623,jajajaja,O
22618,22624,you do have a faggot team,E
22619,22625,LOL,O
22620,22626,yap,O
22621,22627,commended visage,A
22622,22628,excited? [SEPA] still wrong =s,O
22623,22629,[SEPA] tim noob [SEPA],E
22624,22630,aw [SEPA] so harras,O
22625,22631,stfu [SEPA] u can't play,E
22626,22632,u so fking nob ass,E
22627,22633,make him play low prio [SEPA] hard to get out of low prio now [SEPA] hahaha,O
22628,22634,fuck off slark,E
22629,22635,commend me first,A
22630,22636,ื,O
22631,22637,i think they are ur friend wk,O
22632,22638,lol,O
22633,22639,gg,O
22634,22640,xD,O
22635,22641,ta is 8-5 magnus is 0-6,I
22636,22642,what does it mean,O
22637,22643,by eminem,O
22638,22644,me [SEPA] war has no pause,A
22639,22645,gg wp,O
22640,22646,you,O
22641,22647,u too much talk,O
22642,22648,hows doomn not got a drum the entire game [SEPA] hes got 340 ms,O
22643,22649,dip shit,E
22644,22650,kill him [SEPA] i dont even want to know [SEPA] wth you 2 are doing,O
22645,22651,:D,O
22646,22652,who lost the game for you??,O
22647,22653,wtf,O
22648,22654,rip coins [SEPA] we give u chance,O
22649,22655,30% or 100%?,O
22650,22656,the dcs [SEPA] the waits [SEPA] the rages [SEPA] the time,O
22651,22657,wp pudge!,O
22652,22658,Sniper [SEPA] Noob [SEPA] !!,E
22653,22659,gl,O
22654,22660,tat ulti,O
22655,22661,[SEPA] gg,O
22656,22662,gg,O
22657,22663,oh what a blink,O
22658,22664,fuck this tiny,E
22659,22665,rubic carry [SEPA] last pick [SEPA] olo [SEPA] kod of time [SEPA] [SEPA] of [SEPA] time,O
22660,22666,"Ok reported, leave now",A
22661,22667,trying hard doom?,I
22662,22668,how long?,O
22663,22669,sad,O
22664,22670,he aint coming back,O
22665,22671,?,O
22666,22672,lol,O
22667,22673,nice hookshot,O
22668,22674,lol,O
22669,22675,no u didn't [SEPA] 10 mins bottle [SEPA] is not,O
22670,22676,haha tiki,O
22671,22677,one and one ahahahah [SEPA] TEAM RETARD,E
22672,22678,just wait,A
22673,22679,spectre,O
22674,22680,gg,O
22675,22681,..,O
22676,22682,ty for the swap [SEPA] dat bb,O
22677,22683,:(,O
22678,22684,nope [SEPA] Wtf is that [SEPA] zz,O
22679,22685,?,O
22680,22686,gg,O
22681,22687,if you just could have me coming :(,O
22682,22688,No one cares about you,O
22683,22689,GG [SEPA] GG,O
22684,22690,tyty,O
22685,22691,commend only support game [SEPA],A
22686,22692,gg,O
22687,22693,GGWP,O
22688,22694,gg,O
22689,22695,4vs 5 [SEPA] really?,O
22690,22696,ya'll kids?,I
22691,22697,this is the only fun i get to have,O
22692,22698,? [SEPA] 5 vs 5 [SEPA] we have 5 alive [SEPA] you? [SEPA] youmadbro?,O
22693,22699,14 [SEPA] 13 [SEPA] 12,A
22694,22700,GG,O
22695,22701,sad razor [SEPA] [SEPA] pudge and mirana cant hit shit,E
22696,22702,fucking movistar :c [SEPA] guys,E
22697,22703,my is ok i think,O
22698,22704,restarting [SEPA] comp,A
22699,22705,HAHAHA,O
22700,22706,Ya [SEPA] then its step two [SEPA] r?,O
22701,22707,L,O
22702,22708,report void pls,A
22703,22709,:D [SEPA] fun lina,O
22704,22710,feed [SEPA] ?,I
22705,22711,lol,O
22706,22712,Just Like Used To Make,O
22707,22713,he didnt know u were in the game,O
22708,22714,:D:D,O
22709,22715,he didn't rat for shit,E
22710,22716,pause [SEPA] i dc,A
22711,22717,ye void is a rly bad carry xD,O
22712,22718,YOU,O
22713,22719,yea storm is good,O
22714,22720,first swap of the game,O
22715,22721,GG,O
22716,22722,haha,O
22717,22723,mirana please,O
22718,22724,nice charge idiiot,E
22719,22725,atay,O
22720,22726,okay 5 man mid [SEPA] 5v5 lets go [SEPA] whoever wins [SEPA] optjer concedes,O
22721,22727,ez [SEPA],I
22722,22728,baia baia,O
22723,22729,feel like 1vs5 [SEPA] carry,O
22724,22730,wp,O
22725,22731,haha [SEPA] paper [SEPA] haha,O
22726,22732,Is it brewmaster. [SEPA] I have him muted. [SEPA] Please just report him.,A
22727,22733,come to me again [SEPA] my boi,O
22728,22734,fuck,O
22729,22735,ggwp,O
22730,22736,report,A
22731,22737,why the fuck are u still defending [SEPA] fucking retards,E
22732,22738,gl & hf,O
22733,22739,report balanar ty,A
22734,22740,those razes,O
22735,22741,hahaha,O
22736,22742,ROFL,O
22737,22743,sf cry,O
22738,22744,its a wipeout,O
22739,22745,thx [SEPA] all the way look,O
22740,22746,internal problem in your team? [SEPA] lol,O
22741,22747,?,O
22742,22748,Gg,O
22743,22749,??,O
22744,22750,+,O
22745,22751,we are,O
22746,22752,Ggwp,O
22747,22753,u appeared before me [SEPA] what should i do? [SEPA] heang,O
22748,22754,ggwp,O
22749,22755,gg,O
22750,22756,ggwp,O
22751,22757,bb,O
22752,22758,haha,O
22753,22759,no prolem,O
22754,22760,ez,I
22755,22761,alch did you just give out your address and promise free blow jobs before the game or something,O
22756,22762,the dream,O
22757,22763,WAS WORTH?,O
22758,22764,comin,O
22759,22765,fuzzy fucking wuzzy,E
22760,22766,last pick meepo [SEPA] ne zayehal,O
22761,22767,pahha,O
22762,22768,ogre ags offlane [SEPA] slardar pt ez lane [SEPA] [SEPA] fucking sniper,E
22763,22769,wew,O
22764,22770,ez,I
22765,22771,GG,O
22766,22772,THAT SWAP [SEPA] HAHAHAHAHA,O
22767,22773,he got games tom,O
22768,22774,XD,O
22769,22775,2 and i could make you're mom cum,E
22770,22776,wrwrw,O
22771,22777,why?,O
22772,22778,he is blaming now i think,O
22773,22779,soft,O
22774,22780,zzz,O
22775,22781,:),O
22776,22782,G [SEPA] G,O
22777,22783,dont cry,O
22778,22784,Nc,O
22779,22785,"Btw, I had your TH+SB premute [SEPA] Should of said something",O
22780,22786,HOW DO YOU GUYS [SEPA] NOT END IT BY NOW,O
22781,22787,Didnt even know you were there I guess [SEPA] Because he had ult,O
22782,22788,you are lose this game [SEPA] trust me,I
22783,22789,fickijg,E
22784,22790,dual mid 2 strong,O
22785,22791,motehr fucekr noob bm [SEPA] so ez,E
22786,22792,yeah i heard,O
22787,22793,fuck you,E
22788,22794,gege,O
22789,22795,pause for,A
22790,22796,first hit bash [SEPA] owned [SEPA] why u mad jugg,O
22791,22797,maybe 25mins in,O
22792,22798,report tiny thanks,A
22793,22799,QQ,O
22794,22800,?,O
22795,22801,stfu,E
22796,22802,fucking moron,E
22797,22803,hard yyy/,O
22798,22804,gg,O
22799,22805,that silent,O
22800,22806,credits by lion,O
22801,22807,yo void,O
22802,22808,ROFL,O
22803,22809,nice game,O
22804,22810,[SEPA] ez4 es,I
22805,22811,commed me ty,A
22806,22812,rekt,O
22807,22813,ur sister is dead,O
22808,22814,lol,O
22809,22815,ez,I
22810,22816,COMMNED,A
22811,22817,haha,O
22812,22818,this noob [SEPA] win this easy :),E
22813,22819,let me get a line,O
22814,22820,?,O
22815,22821,you pause your mom,E
22816,22822,ur just too high skilled,O
22817,22823,ok timbersaw,O
22818,22824,octine manta,O
22819,22825,wtf [SEPA] this pl,O
22820,22826,we go [SEPA] wait [SEPA] at [SEPA] wtf,A
22821,22827,creeps have more dmg than ur heroes,O
22822,22828,wp,O
22823,22829,i'm a beast bro,O
22824,22830,lmao,O
22825,22831,this inoker was 1-7 when i reconnect [SEPA] [SEPA] and now flamming ppl [SEPA] sad story [SEPA] i was 1-5 [SEPA] this invo was 1-7 [SEPA] wutever duuude,I
22826,22832,yes!,O
22827,22833,we cant wait [SEPA] mnay times should i pause,A
22828,22834,LOL,O
22829,22835,woa [SEPA] woah [SEPA] magnus [SEPA] mvp,O
22830,22836,haha,O
22831,22837,highest mmr in the game [SEPA] got rekt,O
22832,22838,suck my dick linch [SEPA] :3,E
22833,22839,?,O
22834,22840,can i have an aghs alch,O
22835,22841,ward,O
22836,22842,u stupid,E
22837,22843,commendable motion,A
22838,22844,wk always no mana [SEPA] Lol,O
22839,22845,your the dumbest person by far,O
22840,22846,? [SEPA] huh sniper,O
22841,22847,avicii best song,O
22842,22848,par lar,O
22843,22849,xD [SEPA] witing all thistime for me,O
22844,22850,u cant?,O
22845,22851,gg wp,O
22846,22852,[SEPA] this pause,A
22847,22853,relax,O
22848,22854,haha,O
22849,22855,ur friend!!,O
22850,22856,its not sf mid [SEPA] supprt sf [SEPA] dont pick qop for mid [SEPA] and lina [SEPA] da ya otvechay [SEPA] ne pikaite qop [SEPA] rofl,O
22851,22857,gj lycan,O
22852,22858,^,O
22853,22859,bounty bro,O
22854,22860,looooool,O
22855,22861,l2p,O
22856,22862,i was rooting for you guys too [SEPA] then you killed me [SEPA] not cool,O
22857,22863,kogut kogut?,O
22858,22864,enjoy the mmr [SEPA] i dont slardar,O
22859,22865,dieback [SEPA] gg lich,O
22860,22866,end [SEPA] gg,O
22861,22867,yeah but low connecting,O
22862,22868,fuck you timbersaw,E
22863,22869,ROFL,O
22864,22870,so? [SEPA] still dead,O
22865,22871,let se [SEPA] see,O
22866,22872,gg guys [SEPA] go end,O
22867,22873,intro boy,O
22868,22874,say something [SEPA],O
22869,22875,okey,O
22870,22876,oh get fucke,E
22871,22877,mahirap na,O
22872,22878,?,O
22873,22879,gg,O
22874,22880,Haha,O
22875,22881,the truth is good,O
22876,22882,haha,O
22877,22883,zzzzzzzzz,O
22878,22884,youre sad,O
22879,22885,ahhahaa,O
22880,22886,i can buy a lot of couriers,I
22881,22887,please report dazzle for feeding,A
22882,22888,well said [SEPA] lina lc is back,O
22883,22889,cm agh,O
22884,22890,lol,O
22885,22891,bkb is very needed on BH,O
22886,22892,ty,O
22887,22893,ggf,O
22888,22894,reprot pudg and torll plz,A
22889,22895,XD,O
22890,22896,if you [SEPA] pushed your advantage,O
22891,22897,lol,O
22892,22898,go [SEPA] throne [SEPA] We wont def [SEPA] throne,O
22893,22899,report blood,A
22894,22900,GG,O
22895,22901,ez,I
22896,22902,like it [SEPA] damn storm,O
22897,22903,izi bithces [SEPA] bitches*,E
22898,22904,gg [SEPA] gg wp thx void,O
22899,22905,CMD ME TEAM :D,A
22900,22906,just end fast,O
